pos_score,neu_score,neg_score,value
30,520,20,0
630,1020,40,-1
180,200,0,1
120,1280,10,1
30,120,10,-1
0,20,0,0
0,0,0,0
30,240,20,1
0,160,0,1
30,5580,0,1
0,100,10,0
0,6660,40,-1
0,100,0,0
0,80,0,1
30,220,0,0
0,4520,60,1
0,1580,0,0
270,5500,0,0
30,240,0,1
120,4980,110,0
30,1360,20,1
30,2540,20,1
0,0,0,0
0,40,0,0
2070,19380,150,1
0,60,0,1
0,660,0,-1
0,260,10,0
30,80,10,-1
30,200,0,0
0,160,0,-1
30,1980,0,0
0,100,0,0
30,180,0,1
30,7520,70,1
0,0,0,0
30,140,0,0
180,260,10,0
30,120,0,1
0,20,0,0
0,780,0,0
30,6080,0,0
0,280,0,0
30,1060,0,0
210,2060,0,1
30,180,0,0
210,5780,40,1
0,180,0,-1
0,120,0,0
120,1720,0,-1
0,120,0,1
0,1560,0,0
0,100,0,0
30,1780,0,-1
0,120,0,1
0,1280,0,-1
60,2440,90,0
150,1700,30,-1
0,300,0,-1
90,1860,90,-1
30,200,10,-1
150,4660,150,-1
0,0,20,-1
0,40,0,0
30,1420,30,0
90,1480,90,0
1830,8460,20,0
450,5700,80,-1
30,900,20,-1
0,2260,0,0
90,6760,10,0
0,1320,0,-1
30,140,0,0
0,2060,0,0
30,140,0,0
0,320,0,0
60,3100,20,0
0,0,0,0
0,20,0,0
30,20,0,1
0,240,0,0
0,2720,0,1
0,200,0,0
30,180,0,0
0,360,10,1
120,2620,60,-1
0,0,0,0
0,0,0,1
0,140,0,0
0,180,0,-1
0,380,10,-1
90,3040,10,0
210,820,40,1
30,4980,0,1
0,0,0,0
0,0,0,-1
3120,7160,60,-1
30,880,20,0
0,780,0,-1
0,200,0,1
1800,6760,0,0
30,240,0,1
90,4200,20,1
180,3380,50,1
0,2420,0,-1
0,240,0,0
0,0,0,1
1950,10760,140,1
0,240,10,-1
0,380,10,-1
180,19560,30,-1
120,6140,20,0
0,260,0,0
0,4060,0,1
60,4440,0,1
2670,15680,0,1
0,80,0,0
210,12400,150,1
0,220,0,-1
0,140,0,0
60,60,0,1
30,1440,20,0
0,260,10,-1
30,60,0,0
30,300,10,0
0,280,0,0
1830,4940,0,0
60,40,0,1
90,2560,10,1
0,0,0,1
0,140,10,-1
0,140,0,0
120,4660,0,0
60,3560,20,-1
120,2060,0,0
0,1060,10,-1
120,4180,20,1
1920,10640,20,-1
90,4560,0,-1
60,320,0,0
30,120,0,0
1800,8940,0,1
60,100,10,0
0,20,0,-1
0,0,0,0
0,4620,450,0
60,1160,20,1
60,1540,40,-1
30,440,0,0
30,380,20,1
0,220,0,-1
60,1880,20,1
30,1320,0,-1
0,440,0,0
0,0,0,1
90,3020,30,0
90,420,0,1
30,1300,0,1
30,220,0,0
30,1220,110,0
30,220,0,0
30,460,20,1
600,6520,50,0
30,4460,10,1
0,280,0,0
0,240,0,-1
0,240,0,0
60,20,0,0
0,80,0,0
360,2420,20,-1
60,1780,20,-1
30,1440,20,-1
0,80,10,0
90,6300,0,0
30,160,0,0
420,5200,40,0
2280,22980,70,0
150,4020,80,0
0,960,0,1
0,160,0,1
60,5820,0,-1
120,780,30,0
0,160,0,0
0,340,0,-1
30,200,10,-1
30,820,0,0
60,3180,10,1
30,1160,0,-1
180,1700,0,-1
0,0,0,0
30,20,0,-1
60,160,10,1
30,4280,20,1
30,1300,0,1
30,80,0,0
0,240,0,0
90,3040,0,1
90,120,0,1
0,180,0,1
60,160,10,1
30,180,0,1
30,140,0,0
30,260,0,0
30,380,20,-1
0,380,0,1
30,6740,0,0
0,0,0,1
1800,4860,0,0
0,120,0,0
0,240,10,0
30,120,0,0
60,220,0,1
0,220,0,0
60,120,0,1
60,3680,30,1
30,520,20,-1
60,1520,20,1
30,180,0,0
30,440,10,-1
60,2480,0,0
0,140,0,0
0,20,0,1
30,200,10,1
30,20,0,1
0,120,10,0
0,180,0,0
0,160,0,0
0,540,10,0
0,100,10,0
30,860,0,1
180,16100,30,0
0,180,0,0
210,220,0,1
0,0,0,-1
60,4440,20,-1
0,160,0,0
0,2880,0,-1
120,2300,0,1
120,8180,50,0
0,0,0,0
150,3600,20,0
30,5920,20,0
0,0,0,0
90,220,30,0
30,340,20,0
960,9360,0,1
1800,6160,0,1
0,440,0,0
0,240,0,0
0,20,0,0
30,240,10,1
0,280,0,1
0,60,0,1
0,420,0,0
60,1400,20,1
0,780,0,0
90,1820,20,0
0,80,0,-1
90,1080,0,0
30,120,0,0
180,1920,20,0
30,2660,0,-1
0,7020,10,0
420,480,70,1
1830,6640,20,-1
30,60,0,1
30,1360,20,1
30,1540,0,1
0,1500,0,0
30,40,0,0
0,2980,20,-1
1800,8520,0,-1
0,6680,0,0
30,0,0,1
0,180,0,0
0,100,0,0
0,2220,0,1
270,1820,30,0
0,260,0,0
60,6080,20,1
0,0,0,0
90,600,0,1
0,0,0,-1
840,2040,0,-1
1800,5940,0,0
2010,11160,70,-1
0,660,0,0
0,800,0,0
90,2600,40,1
0,120,10,1
0,100,0,1
1830,5900,10,1
30,120,0,1
60,140,10,0
0,160,0,1
0,200,0,0
30,280,0,1
0,60,10,1
0,20,0,0
30,6680,10,-1
60,3920,20,0
90,660,0,0
30,160,10,1
120,200,20,0
60,180,10,0
30,1200,10,0
0,2540,0,-1
60,1140,10,0
60,360,0,0
690,6920,80,1
660,1200,30,0
0,40,10,-1
60,700,30,0
30,620,20,-1
30,6160,0,0
0,480,0,0
0,520,0,-1
60,1480,40,-1
30,180,0,0
0,20,0,0
0,100,0,0
60,180,0,1
0,200,0,1
0,0,0,-1
0,260,0,0
0,1080,0,0
150,760,0,0
0,0,0,0
0,1600,0,1
30,1220,0,-1
0,220,0,0
0,400,0,-1
1020,3640,0,1
270,1320,10,0
0,40,0,-1
240,4720,20,0
60,240,0,1
0,360,0,0
30,80,0,-1
0,200,0,-1
0,1680,0,0
0,540,0,0
30,220,20,-1
30,1400,0,1
630,1020,40,-1
0,300,0,-1
1860,9960,20,0
0,20,0,1
0,160,0,1
30,40,0,1
0,80,0,0
0,120,0,0
1800,5660,0,1
60,2300,0,-1
0,440,10,0
30,240,20,-1
1800,5640,0,1
30,320,20,0
1080,800,70,1
90,11300,60,1
0,120,10,-1
60,400,20,1
0,40,0,0
0,300,0,0
30,40,0,1
0,3080,20,1
30,0,0,1
0,360,0,0
0,0,0,-1
120,5700,0,1
0,160,0,1
0,380,0,-1
90,1680,0,1
120,1340,0,1
0,680,0,0
30,240,10,0
0,160,0,0
60,720,20,1
90,6140,10,1
0,180,0,1
0,120,0,-1
0,220,0,-1
0,40,0,0
630,900,30,1
0,0,0,-1
210,980,20,-1
0,200,0,1
0,840,0,-1
150,1260,0,0
0,4180,0,1
0,200,0,0
0,0,0,0
0,0,0,-1
90,3920,40,1
30,460,0,-1
30,240,0,1
0,2300,0,1
1830,8140,20,-1
30,1280,20,0
0,40,0,0
30,20,0,1
0,0,0,0
30,60,0,1
30,840,0,1
0,640,10,0
30,1240,0,0
30,200,0,-1
30,80,0,0
0,10980,20,0
1890,8440,20,1
0,120,0,0
0,0,0,-1
0,1360,10,-1
0,80,0,0
0,1060,0,-1
0,0,0,0
30,3960,0,1
1890,6360,0,-1
0,960,0,0
0,260,0,0
210,860,20,1
60,1180,10,0
0,1120,0,-1
570,4940,20,-1
180,6540,40,-1
30,740,0,-1
1890,6100,50,0
0,120,10,0
0,220,10,1
0,300,0,-1
120,2040,20,0
0,180,0,0
0,1340,0,1
0,20,0,1
0,40,0,1
0,140,0,0
0,180,0,0
30,160,0,-1
0,380,50,0
60,4000,10,0
0,100,0,1
30,200,0,1
0,180,10,1
0,460,0,0
0,100,0,1
30,180,0,-1
30,240,0,1
0,11200,0,1
30,1860,10,-1
0,100,0,0
0,20,0,0
30,480,20,1
60,2820,10,1
120,3000,0,0
0,360,0,0
0,180,0,1
0,4540,0,0
90,7780,20,0
0,680,0,0
120,580,10,-1
60,2260,0,-1
60,1460,0,0
30,840,30,-1
1890,9140,0,1
30,4820,0,0
60,12160,30,-1
90,2300,50,-1
450,900,80,-1
0,1380,0,1
0,120,0,0
30,0,0,-1
0,0,0,-1
30,500,0,-1
0,220,0,0
0,1220,10,1
120,1160,0,0
0,0,0,0
30,220,0,0
30,300,0,0
0,240,10,0
0,200,0,0
0,0,0,0
0,40,0,0
0,340,0,0
0,960,0,-1
30,7620,60,-1
60,260,0,0
30,12280,20,1
30,100,0,1
0,960,0,1
0,40,10,-1
0,0,0,0
0,140,0,1
120,500,10,0
60,220,0,0
0,20,0,0
0,40,0,1
0,1440,20,-1
0,13540,10,1
0,220,0,0
0,0,0,0
2010,10660,70,-1
0,960,0,-1
150,2120,0,0
30,280,0,1
210,2040,170,1
2070,9080,30,0
0,240,0,-1
30,140,10,1
0,40,0,0
60,2620,0,-1
120,4380,60,-1
0,480,0,0
30,160,0,1
30,3980,20,-1
0,60,0,-1
1860,10720,0,0
30,1600,0,0
0,140,0,0
0,3540,0,-1
0,200,0,-1
30,160,0,-1
0,80,0,0
0,120,0,1
0,720,10,-1
0,100,0,0
60,3700,20,-1
0,180,0,0
30,20,0,1
60,5180,20,0
0,1100,0,1
0,700,0,1
0,20,0,0
90,2860,50,0
120,6880,180,-1
1830,5000,0,0
0,0,0,-1
0,740,0,1
0,60,0,0
120,2120,0,0
0,580,0,-1
0,0,0,1
30,120,0,1
30,260,0,1
0,200,0,0
360,540,0,0
30,4340,0,0
0,280,0,1
30,40,0,-1
1800,4940,0,1
30,240,0,0
0,120,0,0
1860,7980,0,-1
30,1060,10,-1
30,60,0,0
30,880,0,1
0,4120,0,1
30,320,0,0
0,260,0,-1
0,4060,0,1
90,920,80,0
60,140,0,0
0,4640,0,0
0,460,0,1
30,200,0,1
60,220,30,1
0,80,0,-1
1260,920,70,1
0,100,0,0
30,2500,0,0
0,0,0,1
0,40,0,0
30,400,20,1
0,260,0,1
0,940,10,0
60,3680,30,1
0,100,0,1
60,120,20,1
0,1620,0,-1
0,1140,10,1
30,2680,30,-1
210,520,0,-1
0,240,0,0
0,80,0,0
0,160,0,0
0,5280,0,1
60,4080,0,1
30,120,0,1
90,400,0,-1
0,4400,0,1
0,600,0,-1
30,1640,0,-1
0,1120,0,0
0,40,0,0
0,40,10,-1
30,160,0,0
0,180,0,0
0,140,0,0
0,200,0,0
0,180,10,-1
90,2080,0,-1
30,3120,20,1
0,280,0,0
2040,6860,60,0
60,180,0,1
0,700,0,0
0,200,0,0
0,240,10,-1
30,2020,20,-1
1800,5340,0,0
0,180,0,0
0,80,0,1
150,9500,30,1
0,20,0,0
0,340,0,0
0,20,0,-1
30,1280,30,0
30,140,0,1
30,600,20,1
30,1600,20,1
30,1400,20,-1
0,140,0,0
90,2620,110,-1
30,1580,10,0
0,820,0,1
60,220,0,1
180,2760,0,0
0,220,0,0
30,20,0,1
0,200,0,0
30,380,10,0
0,3560,0,1
0,0,0,0
30,200,0,0
0,1140,10,1
0,180,0,1
390,7680,20,1
150,7100,0,0
240,8300,10,0
0,0,0,0
210,340,20,1
0,100,0,0
60,2200,20,1
30,220,0,1
0,780,0,0
0,8240,0,-1
1860,9960,0,-1
30,80,0,1
0,240,0,0
30,1460,10,-1
0,140,30,-1
90,1320,0,0
30,1280,10,-1
60,5760,40,0
0,2660,0,0
30,1480,0,-1
60,560,0,0
0,0,0,0
0,500,0,1
0,1740,0,0
30,120,0,1
60,640,10,1
30,20,0,0
150,6880,100,-1
30,940,20,0
0,3700,0,0
90,1980,70,0
90,1040,0,-1
90,940,20,-1
90,1100,10,-1
210,900,20,0
60,260,20,1
30,1600,0,1
30,120,0,0
0,1100,10,-1
60,1720,0,1
180,3360,30,-1
30,7100,20,0
0,160,0,1
210,480,0,1
0,2520,110,-1
330,13220,10,-1
60,160,0,1
0,1200,0,0
30,3680,20,1
0,20,0,0
1920,10040,20,-1
0,100,0,1
60,3560,30,1
0,740,0,0
0,1740,0,1
180,900,40,-1
90,2900,0,-1
30,40,20,0
30,4160,10,0
60,1000,30,0
0,2900,0,0
0,7220,0,-1
150,4440,0,1
120,8180,60,-1
30,4340,0,0
0,200,0,0
0,280,0,-1
0,160,0,-1
0,3920,20,0
60,580,0,0
90,2920,0,1
0,100,0,-1
0,4040,0,1
0,80,0,1
60,2440,30,0
0,720,0,1
30,20,0,1
60,980,0,-1
0,140,10,-1
0,0,0,0
60,60,0,1
60,2140,40,0
0,400,0,0
0,100,10,-1
30,260,0,0
150,2040,0,0
390,1620,70,1
30,80,0,1
30,360,20,0
870,2620,20,1
0,240,0,0
1950,7120,50,0
0,760,0,-1
30,200,0,-1
30,140,0,1
630,1420,30,0
30,240,20,0
30,7400,30,-1
60,420,10,1
2100,16720,20,-1
0,3760,0,0
60,120,0,1
0,340,0,0
420,8120,100,0
0,620,0,0
0,60,0,-1
180,1140,0,-1
120,3080,180,0
0,0,10,0
0,3860,0,-1
0,0,0,-1
30,80,0,1
0,4120,0,-1
0,3860,0,0
0,1080,0,0
0,180,0,1
90,200,0,0
0,540,10,-1
30,240,20,0
90,1120,0,1
0,0,0,0
30,240,0,1
0,260,10,-1
0,580,10,-1
0,400,0,-1
0,1600,0,-1
30,11480,20,1
30,6520,0,1
0,100,0,1
30,580,20,-1
390,640,70,-1
0,5460,0,-1
3270,75620,190,1
30,180,0,1
30,120,10,0
180,480,0,-1
0,4440,0,-1
0,1880,0,-1
120,8640,20,1
60,4540,0,-1
1830,20520,30,0
0,60,20,-1
120,160,0,1
0,180,0,1
210,1460,30,1
90,2400,20,-1
0,160,10,0
30,760,20,0
0,120,0,0
60,200,0,1
30,2040,30,-1
270,20520,20,0
450,3340,90,0
0,240,0,0
0,8660,10,0
0,1060,0,0
0,0,0,-1
0,0,0,-1
90,3580,0,0
0,1180,0,0
0,7220,0,1
60,240,10,1
120,4440,40,0
1950,6000,0,1
0,4700,10,1
60,4300,20,0
0,760,0,-1
30,480,0,1
180,580,0,0
30,200,0,1
30,540,20,1
0,120,0,0
30,260,0,0
0,160,0,0
90,3040,50,1
60,8400,0,1
1920,5780,30,1
30,2300,10,1
1830,5120,0,1
30,2960,0,-1
0,160,0,0
0,60,0,0
0,300,0,-1
0,180,0,0
30,280,0,1
480,840,20,0
840,2040,0,-1
0,3740,170,-1
30,220,0,1
1800,5420,0,1
0,160,10,0
60,180,0,1
30,260,0,1
90,2560,0,0
30,1900,10,1
30,180,0,1
0,8620,0,0
60,4600,20,1
0,2740,0,0
0,280,0,0
1890,12840,20,1
0,180,0,-1
30,20,0,0
90,1880,0,0
60,380,20,0
0,280,0,-1
30,2800,0,-1
0,0,0,1
30,320,20,0
1920,6800,0,-1
30,6620,20,0
0,20,0,-1
0,100,0,-1
0,240,0,-1
0,180,0,-1
0,1780,0,0
30,860,30,0
0,60,0,0
30,240,10,1
90,480,30,1
0,1300,0,0
0,540,0,1
30,120,0,1
0,1400,0,0
0,280,0,0
30,6340,0,0
30,200,10,0
0,60,30,-1
0,320,0,0
60,180,0,1
0,440,0,-1
0,120,10,1
210,3220,0,-1
90,12560,30,1
210,1440,80,0
0,640,0,-1
0,200,0,1
30,1200,20,1
270,4580,40,-1
0,0,0,0
60,320,0,1
60,1400,10,0
30,2540,0,-1
60,1180,10,0
60,280,0,1
60,780,10,1
30,100,0,1
90,40,0,0
60,120,10,1
0,260,0,-1
60,5920,60,-1
90,720,20,1
0,100,0,0
60,580,0,0
60,1620,80,-1
0,1000,0,0
30,80,10,1
60,1780,40,0
60,1300,0,-1
90,1840,10,1
0,740,0,0
270,1360,40,1
30,80,0,0
30,9380,20,1
90,120,10,1
0,40,0,0
0,2540,0,0
90,7320,120,0
60,180,0,-1
30,4440,30,0
60,280,0,0
60,480,0,-1
30,340,30,-1
0,3260,0,-1
60,60,0,0
0,100,0,0
1800,6760,0,1
60,10060,20,1
0,140,10,0
0,160,0,0
0,480,10,-1
0,120,0,0
30,160,0,1
30,1080,0,-1
30,300,20,0
30,380,30,0
0,60,0,-1
0,0,0,-1
0,160,0,0
0,320,0,-1
30,240,0,-1
30,0,0,1
0,60,0,1
0,240,0,1
0,180,0,0
60,5540,40,0
30,260,0,-1
60,2120,0,0
30,4160,20,1
1920,7620,70,1
180,9020,30,0
30,60,0,0
840,2040,0,-1
4470,19240,120,0
30,280,0,1
0,140,0,0
0,3940,0,-1
90,1880,90,1
150,1040,30,0
30,100,0,1
1800,4820,0,0
90,100,0,1
0,240,0,0
90,1100,10,0
60,20,0,1
90,520,0,0
60,2220,20,0
90,1420,0,-1
0,140,0,0
60,180,0,1
30,200,0,1
0,1180,0,0
0,140,0,1
0,4760,70,0
0,60,0,0
30,200,10,-1
0,900,0,0
0,220,0,0
0,6780,0,0
30,380,20,0
0,2440,0,0
0,4760,0,0
30,1060,0,0
60,4620,40,-1
0,1460,0,-1
30,140,0,1
0,280,10,0
0,20,0,0
90,1020,0,1
0,220,0,1
30,360,20,1
30,2500,0,-1
30,200,10,-1
210,3440,20,1
30,1980,0,1
0,1600,0,0
0,1100,0,0
30,780,30,-1
1920,9280,40,1
30,6840,10,0
90,300,0,0
30,120,0,1
30,40,0,-1
0,0,0,0
0,0,0,0
0,620,0,-1
0,1860,0,0
30,100,0,0
0,2740,0,1
0,40,0,0
210,1500,20,0
0,20,0,1
30,380,20,1
0,60,0,-1
150,700,20,1
180,4440,70,1
0,120,0,-1
60,480,20,1
0,0,0,1
30,1560,0,0
0,6880,0,0
0,140,0,0
60,4680,0,0
0,0,0,0
60,4600,30,-1
0,20,0,0
120,18400,60,0
0,1240,0,-1
0,4180,0,0
30,380,0,0
0,0,0,0
30,220,0,0
0,0,0,0
90,500,0,0
30,400,0,1
30,120,0,0
30,1180,0,0
60,120,10,1
0,3880,0,0
0,260,0,0
90,10600,110,1
120,1240,0,1
0,40,0,1
60,720,20,0
0,1720,0,0
60,2380,20,0
30,8260,0,1
960,4680,120,-1
0,260,0,-1
180,580,40,1
0,20,0,0
90,1480,0,0
30,20,0,1
0,140,0,0
480,6760,120,-1
30,40,0,0
60,120,10,0
0,500,0,0
5400,16920,0,1
30,240,20,0
30,5300,0,1
0,100,0,0
30,260,0,1
30,160,0,1
1800,8800,0,0
0,0,0,0
90,240,0,0
30,280,0,0
60,6920,50,0
0,140,0,-1
30,220,0,0
3750,46320,850,-1
0,0,0,0
0,180,20,1
0,320,0,-1
0,1860,10,-1
780,3360,80,-1
60,440,0,-1
90,1020,20,1
0,3920,0,-1
0,160,10,0
120,15040,80,0
0,2820,0,0
0,220,0,0
30,300,30,0
0,180,0,0
30,300,30,1
1830,6260,20,1
480,1040,20,0
0,280,0,0
60,500,10,0
60,100,10,0
0,1200,0,0
0,0,0,0
30,100,0,0
0,240,0,0
120,11180,230,-1
60,0,0,1
0,880,0,0
1890,11780,20,-1
0,20,0,-1
30,900,0,0
30,160,10,1
210,6980,0,-1
0,3120,0,1
30,20,10,0
90,160,0,1
0,0,0,0
90,2800,10,0
30,0,0,1
0,3220,0,0
30,200,0,-1
0,40,0,0
30,11300,30,0
0,280,0,0
0,640,0,1
360,1120,0,1
30,240,20,-1
0,0,0,-1
1830,5360,0,1
120,1980,20,-1
570,2960,80,-1
30,6100,0,0
0,1520,0,0
60,1200,10,0
30,9380,20,1
0,140,0,0
210,8260,10,1
270,3380,50,-1
30,120,0,1
1920,7620,0,1
0,5660,0,0
30,3000,0,0
0,0,0,-1
0,180,0,0
0,160,0,1
30,720,0,-1
30,240,20,0
0,40,0,0
0,3900,0,-1
120,1740,0,0
0,1440,0,1
180,880,20,1
90,3540,30,1
0,360,0,-1
30,160,0,0
30,60,0,0
0,100,0,0
30,8380,10,1
30,580,0,1
0,160,0,1
30,320,30,1
0,0,0,0
0,340,0,1
120,3380,60,0
0,40,0,1
0,2760,0,1
120,2260,0,1
0,480,0,0
60,0,0,1
90,2140,40,1
90,1320,0,-1
0,200,0,1
0,120,0,0
450,780,90,-1
60,1320,0,-1
0,200,0,0
0,60,0,0
30,2120,0,0
60,3440,10,0
90,600,0,1
0,5580,0,0
1860,12120,50,-1
0,240,0,0
0,1580,0,0
0,240,0,0
30,6100,0,-1
450,600,0,-1
0,180,0,1
60,100,0,0
30,260,0,1
300,6400,30,0
30,1920,20,-1
60,220,0,1
0,3660,10,-1
60,140,0,0
60,1440,20,0
1830,9080,20,-1
0,0,0,0
60,340,0,-1
0,60,0,0
30,3500,0,0
30,160,0,1
0,180,20,-1
90,1480,50,1
0,860,0,-1
0,200,0,1
0,100,0,0
0,20,0,1
1050,4000,130,-1
0,320,0,0
30,240,30,-1
0,180,20,0
90,5720,80,0
30,1040,0,0
0,620,0,0
120,660,0,1
60,1460,20,0
0,840,0,0
0,240,0,-1
0,2600,0,-1
30,2400,0,1
0,60,0,-1
30,160,0,-1
0,2520,0,-1
0,1260,10,0
0,40,0,1
90,100,0,1
30,4000,0,0
30,160,10,1
30,2740,0,1
30,280,0,0
30,680,20,0
0,200,0,0
0,20,0,0
60,1380,10,0
30,1420,20,-1
90,1140,20,0
60,320,20,-1
0,560,10,1
4290,12360,140,0
0,220,0,0
30,200,0,1
30,200,10,0
0,0,0,-1
90,1080,0,0
0,80,0,-1
0,60,0,0
180,7800,40,0
0,260,0,1
0,3180,0,0
1980,14020,50,1
90,280,0,1
0,0,0,0
0,220,10,-1
60,7740,40,-1
0,1440,0,0
30,4880,10,1
0,220,20,-1
60,140,0,1
1800,4860,0,0
30,1020,20,1
240,5560,10,0
60,660,10,0
360,1860,90,1
0,20,0,1
0,680,10,0
0,100,0,0
30,320,0,0
30,240,0,0
0,200,0,-1
30,160,0,1
90,740,40,-1
150,2400,30,0
450,4140,140,-1
0,40,0,0
30,120,0,1
120,1780,120,-1
30,80,0,1
90,6200,20,-1
30,4160,20,0
270,5320,60,1
30,140,20,0
0,0,0,0
0,5560,20,-1
30,580,0,1
60,3560,0,1
120,2520,0,0
0,0,0,1
210,7220,40,0
30,5900,20,-1
0,740,60,0
0,1400,60,-1
1380,5640,70,1
0,0,0,0
0,860,0,0
30,240,0,0
30,1400,0,0
0,120,10,0
0,40,0,-1
60,740,20,1
180,900,0,0
0,780,0,0
540,620,0,1
0,1140,0,1
0,220,0,0
0,900,0,1
0,280,0,0
30,700,0,1
120,1000,30,0
60,260,0,1
120,1480,20,-1
0,220,0,-1
30,100,0,1
30,120,0,0
210,3220,50,-1
90,2560,50,-1
30,260,0,0
90,2000,0,1
30,3800,0,-1
0,160,0,-1
0,220,0,0
60,980,40,-1
0,280,0,0
150,240,10,1
180,2040,20,0
0,6280,0,0
60,2340,0,1
0,220,0,1
60,120,0,1
30,1200,30,0
30,40,20,1
30,100,0,1
0,120,0,1
0,200,0,1
30,1780,30,1
2190,5360,70,-1
870,660,0,1
120,4340,40,0
360,4320,0,1
0,4560,30,1
0,200,0,1
30,3220,0,0
0,2800,0,0
120,340,0,1
0,3200,0,0
390,1100,80,1
0,0,0,1
60,900,0,0
0,180,0,1
30,180,0,1
30,3620,20,1
60,860,190,-1
0,3140,0,0
0,140,0,0
240,3440,40,0
720,5380,20,1
90,6900,0,0
0,160,0,0
30,4940,20,1
180,5200,90,0
60,200,0,1
30,2480,0,0
210,22820,0,1
60,4340,90,1
0,440,0,-1
150,9500,0,-1
1950,16060,80,0
30,1260,10,0
0,120,0,0
0,100,0,0
240,13300,310,1
90,10600,110,-1
0,240,0,0
210,1420,20,0
90,10240,0,1
60,700,20,-1
0,3340,0,1
210,880,0,0
30,840,20,0
180,3360,30,1
90,2280,40,1
30,120,0,1
240,12900,0,0
30,340,0,1
30,2720,30,-1
0,2440,0,1
360,360,0,0
420,840,100,-1
0,0,0,0
0,180,0,0
0,0,0,0
0,60,0,0
60,4620,0,-1
0,20,0,1
30,360,0,0
30,180,10,0
0,4120,0,0
30,1180,0,0
750,2720,0,1
0,160,0,0
0,600,0,1
30,6720,30,0
390,1860,50,0
150,2000,0,1
60,600,40,0
3660,6960,10,1
60,160,0,1
30,440,0,0
0,80,0,0
0,140,0,0
0,0,0,-1
360,22820,250,1
210,1660,20,0
300,2260,40,0
2010,15280,20,1
30,200,0,1
30,7800,70,1
0,280,0,0
30,180,0,1
1830,9880,20,-1
0,760,70,-1
30,60,0,-1
120,2560,50,1
30,260,0,0
0,160,10,0
0,120,0,1
30,60,0,1
30,140,0,1
0,380,0,0
0,200,10,-1
0,140,0,0
510,620,10,1
30,820,20,1
0,80,0,0
390,7560,70,-1
0,20,0,0
60,120,0,1
60,6680,20,-1
0,5840,0,0
0,80,0,-1
60,1300,0,-1
0,600,0,1
120,2660,10,-1
60,720,60,0
30,380,20,-1
120,9680,150,-1
60,220,10,1
0,2300,10,0
270,4980,120,1
1860,5420,20,1
30,140,20,0
0,60,0,-1
30,120,0,0
0,140,0,0
0,0,0,0
0,760,0,-1
30,2120,20,0
30,240,0,0
60,3380,10,0
150,1400,10,-1
1800,7080,20,-1
1800,5600,30,0
60,300,10,0
0,180,0,0
30,440,0,1
30,3560,0,0
30,40,0,1
60,340,20,1
120,1520,40,1
0,960,10,-1
0,0,0,0
30,80,10,-1
30,100,0,0
0,6260,0,0
0,0,0,-1
30,60,10,1
0,0,0,0
0,0,0,1
0,0,0,0
60,80,0,0
0,760,60,1
0,80,0,-1
30,560,20,0
90,540,0,1
0,260,0,0
30,100,0,0
0,1060,0,0
690,660,0,0
60,1060,0,0
60,120,20,-1
0,440,0,1
0,560,10,0
0,2840,0,-1
90,2220,0,-1
0,360,0,0
0,5880,0,0
0,1140,0,-1
60,1120,20,-1
0,140,0,-1
90,9160,60,-1
0,100,0,0
0,120,0,1
0,700,0,0
240,940,10,0
0,0,0,0
30,140,0,0
0,380,0,0
30,380,20,0
0,140,10,-1
0,180,0,1
0,5540,0,0
0,180,0,1
90,4500,40,0
0,280,0,-1
30,2940,0,1
30,3920,0,1
30,180,10,0
90,2340,30,1
0,500,0,-1
0,40,0,0
0,60,10,0
30,400,20,0
420,1020,90,1
0,560,0,0
30,240,10,-1
0,720,0,0
1950,6440,0,1
0,160,0,1
60,200,0,0
30,100,0,0
0,0,0,0
0,20,0,0
30,1800,0,1
0,20,0,1
30,240,0,0
30,880,0,0
1800,5480,0,0
0,20,0,0
0,3880,0,1
0,0,0,0
30,200,20,-1
0,1100,10,1
150,3820,30,1
0,280,0,0
300,2120,20,1
30,360,0,-1
150,1160,30,0
30,240,10,0
0,1640,0,0
30,1500,20,1
60,3380,20,1
60,240,0,1
0,240,0,1
1800,6880,0,0
0,2000,0,1
1860,6140,20,1
0,160,0,0
0,120,10,0
1860,7140,20,0
450,3320,200,0
150,1580,40,1
0,40,0,0
870,3560,30,1
0,200,0,0
30,4200,20,0
30,600,0,-1
0,500,0,0
60,160,10,0
0,0,0,0
30,360,0,0
0,1460,0,-1
60,9860,0,0
210,660,10,0
0,20,0,1
0,220,0,0
0,380,0,-1
0,160,0,0
0,160,10,-1
0,120,0,-1
0,300,60,-1
90,2840,10,0
30,260,0,0
120,2400,0,-1
0,0,0,0
30,100,0,1
0,60,0,1
0,220,0,0
60,280,30,1
180,1260,60,1
0,1400,0,0
0,100,0,0
0,5500,0,0
60,540,0,1
0,660,10,0
0,0,0,0
0,620,0,0
90,220,10,-1
0,120,10,-1
30,160,0,1
0,220,0,1
0,880,0,0
0,80,0,1
0,340,0,0
150,2600,20,1
30,1280,0,-1
30,140,0,0
60,1100,0,0
30,260,0,1
0,2020,0,-1
0,500,0,-1
0,20,0,0
30,100,0,1
1890,7340,30,1
30,140,0,1
0,20,0,1
0,620,0,0
60,220,0,1
60,1240,0,-1
30,1620,40,-1
30,100,0,0
30,5060,50,-1
0,920,0,0
30,5740,20,1
0,60,0,0
0,240,0,0
30,420,20,1
120,5780,60,0
1890,5940,0,1
60,100,10,0
0,1380,0,-1
0,160,10,1
0,120,0,-1
0,280,0,0
