,pos_score,neu_score,neg_score,pos_sub_score,neu_sub_score,neg_sub_score
2956,0.0,2.0,0.0,0.0,0.0,0.0
2957,0.0,4.0,0.0,0.0,0.0,0.0
2958,0.6,20.2,0.4,0.019,0.0203,0.03
2959,3.6,101.0,0.8,0.068,0.1149,0.0304
2960,0.0,2.6,0.0,0.0,0.0,0.0
2961,0.0,0.2,0.0,0.0,0.0,0.0
2962,0.0,24.2,0.1,0.0,0.0,0.003
2963,0.0,2.2,0.1,0.0,0.0,0.0029
2964,0.0,25.8,0.0,0.0,0.008,0.0
2965,0.9,50.6,0.1,0.015,0.0193,0.004
2966,0.0,2.6,0.0,0.0,0.0016,0.0
2967,0.3,37.4,0.2,0.01,0.01,0.018
2968,1.2,4.2,0.0,0.016,0.0013,0.0
2969,0.0,7.2,0.0,0.0,0.0,0.0
2970,0.3,61.0,0.2,0.009,0.0765,0.0104
2971,1.2,23.0,0.2,0.0221,0.0293,0.018
2972,0.3,24.4,0.0,0.005,0.0,0.0
2973,0.0,1.8,0.0,0.0,0.0,0.0
2974,0.0,10.2,0.0,0.0,0.0,0.0
2975,0.3,0.4,0.0,0.0075,0.0,0.0
2976,0.0,3.8,0.0,0.0,0.0,0.0
2977,0.6,19.6,0.0,0.004,0.0,0.0
2978,1.5,27.4,0.4,0.0263,0.014,0.013
2979,0.3,3.8,0.2,0.01,0.01,0.018
2980,0.0,0.2,0.0,0.0,0.0,0.0
2981,0.3,2.2,0.0,0.0033,0.0,0.0
2982,0.0,0.0,0.0,0.0,0.0,0.0
2983,0.0,69.6,0.0,0.0,0.0,0.0
2984,0.0,0.0,0.0,0.0,0.0,0.0
2985,0.0,0.8,0.0,0.0,0.0,0.0
2986,0.0,1.6,0.0,0.0,0.0,0.0
2987,0.3,0.2,0.0,0.003,0.0,0.0
2988,0.3,1.4,0.0,0.005,0.005,0.0
2989,0.0,3.2,0.0,0.0,0.0,0.0
2990,0.6,1.0,0.0,0.004,0.0,0.0
2991,0.3,3.0,0.0,0.0057,0.0,0.0
2992,1.2,81.2,0.4,0.024,0.1075,0.036
2993,0.0,1.0,0.0,0.0,0.0,0.0
2994,9.3,80.0,0.0,0.1822,0.1005,0.0
2995,0.0,2.0,0.0,0.0,0.0053,0.0
2996,0.6,2.0,0.1,0.014,0.0,0.01
2997,0.3,2.2,0.0,0.004,0.0,0.0
2998,0.3,3.0,0.2,0.01,0.01,0.018
2999,0.0,1.8,0.0,0.0,0.0,0.0
3000,0.0,42.0,0.0,0.0,0.0,0.0
3001,0.3,11.8,0.0,0.01,0.0,0.0
3002,0.0,24.8,0.0,0.0,0.0,0.0
3003,1.5,97.0,0.4,0.026,0.0311,0.0286
3004,0.0,1.8,0.0,0.0,0.0043,0.0
3005,0.9,78.4,0.0,0.0257,0.0705,0.0
3006,0.0,0.0,0.0,0.0,0.0,0.0
3007,0.3,1.6,0.0,0.005,0.0053,0.0
3008,0.0,39.4,0.0,0.0,0.0,0.0
3009,0.3,5.0,0.0,0.0,0.0,0.0
3010,0.6,62.0,0.8,0.0157,0.0308,0.07
3011,1.2,79.4,0.5,0.033,0.02,0.044
3012,0.3,0.6,0.0,0.005,0.0,0.0
3013,0.3,1.6,0.0,0.01,0.0,0.0
3014,0.0,6.0,0.0,0.0,0.0,0.0
3015,0.3,10.6,0.0,0.0,0.0,0.0
3016,18.0,48.2,0.0,0.2099,0.2625,0.0
3017,0.3,0.6,0.0,0.006,0.0,0.0
3018,0.0,1.4,0.0,0.0,0.0,0.0
3019,0.3,2.6,0.0,0.0033,0.004,0.0
3020,0.3,0.0,0.0,0.0,0.0,0.0
3021,0.0,1.6,0.0,0.0,0.0,0.0
3022,0.0,0.2,0.0,0.0,0.0,0.0
3023,0.0,0.0,0.0,0.0,0.0,0.0
3024,0.6,2.6,0.1,0.0114,0.0,0.003
3025,0.3,3.0,0.2,0.01,0.015,0.018
3026,0.3,42.6,0.0,0.0057,0.0,0.0
3027,0.0,2.8,0.0,0.0,0.0,0.0
3028,0.3,4.0,0.2,0.01,0.01,0.018
3029,0.0,58.0,0.0,0.0,0.0705,0.0
3030,0.0,0.0,0.0,0.0,0.0,0.0
3031,0.0,4.2,0.0,0.0,0.0,0.0
3032,0.0,0.0,0.0,0.0,0.0,0.0
3033,0.0,11.8,0.0,0.0,0.0,0.0
3034,0.0,1.8,0.0,0.0,0.0,0.0
3035,0.3,5.4,0.2,0.01,0.01,0.018
3036,18.3,180.6,0.0,0.2199,0.4015,0.0
3037,1.2,10.4,0.1,0.0248,0.0033,0.01
3038,0.0,3.0,0.0,0.0,0.0,0.0
3039,0.0,0.0,0.0,0.0,0.0,0.0
3040,0.3,75.6,0.3,0.0,0.0685,0.011
3041,0.9,0.4,0.0,0.0204,0.0,0.0
3042,0.6,90.0,0.0,0.0098,0.1055,0.0
3043,0.0,1.6,0.0,0.0,0.0,0.0
3044,0.0,0.0,0.0,0.0,0.0,0.0
3045,0.0,1.8,0.0,0.0,0.0,0.0
3046,7.5,338.4,6.3,0.1603,0.3759,0.4979
3047,0.9,32.8,0.0,0.0171,0.0005,0.0
3048,0.0,4.0,0.0,0.0,0.0,0.0
3049,0.0,13.4,0.0,0.0,0.0,0.0
3050,0.3,17.8,0.3,0.0057,0.0186,0.003
3051,0.3,3.4,0.2,0.01,0.01,0.018
3052,2.1,25.0,0.0,0.0267,0.0013,0.0
3053,0.0,11.8,1.7,0.0,0.006,0.1393
3054,0.0,0.4,0.0,0.0,0.0,0.0
3055,3.6,37.0,0.3,0.0697,0.0316,0.0134
3056,0.3,1.4,0.0,0.009,0.001,0.0
3057,0.0,11.8,0.1,0.0,0.0086,0.006
3058,0.0,2.2,0.0,0.0,0.0,0.0
3059,0.3,43.0,0.3,0.01,0.01,0.027
3060,0.0,12.0,0.0,0.0,0.0086,0.0
3061,1.2,38.4,0.2,0.036,0.01,0.018
3062,0.0,1.6,0.1,0.0,0.0,0.01
3063,1.2,101.0,0.2,0.024,0.0785,0.018
3064,0.3,3.6,0.0,0.005,0.0033,0.0
3065,0.0,0.4,0.0,0.0,0.0,0.0
3066,0.0,0.2,0.0,0.0,0.0,0.0
3067,0.6,34.0,0.0,0.0107,0.0,0.0
3068,0.0,14.8,0.0,0.0,0.0,0.0
3069,0.0,2.8,0.0,0.0,0.0,0.0
3070,0.0,2.2,0.0,0.0,0.0,0.0
3071,0.0,29.2,0.0,0.0,0.0,0.0
3072,0.3,37.4,0.0,0.01,0.0,0.0
3073,0.0,2.4,0.0,0.0,0.0,0.0
3074,3.0,68.0,0.6,0.059,0.0386,0.054
3075,18.0,72.2,0.1,0.2099,0.2711,0.01
3076,1.8,73.6,0.0,0.02,0.0,0.0
3077,0.3,40.0,0.2,0.01,0.011,0.018
3078,0.0,1.4,0.0,0.0,0.0,0.0
3079,0.0,19.0,0.0,0.0,0.0038,0.0
3080,0.3,8.6,0.0,0.0057,0.005,0.0
3081,0.0,2.6,0.0,0.0,0.0,0.0
3082,1.2,151.4,0.8,0.036,0.0125,0.07
3083,0.0,0.4,0.0,0.0,0.0,0.0
3084,0.3,36.0,0.8,0.002,0.0,0.068
3085,0.3,0.2,0.0,0.0,0.0,0.0
3086,18.6,72.0,0.6,0.2214,0.2865,0.006
3087,4.5,12.8,1.0,0.0985,0.0445,0.0686
3088,0.6,9.2,0.2,0.01,0.01,0.018
3089,0.0,2.2,0.1,0.0,0.0045,0.0054
3090,0.3,19.0,0.2,0.01,0.01,0.018
3091,0.0,0.0,0.0,0.0,0.0,0.0
3092,1.2,1.6,0.0,0.014,0.005,0.0
3093,1.5,171.8,0.6,0.05,0.1571,0.042
3094,0.9,3.2,0.0,0.015,0.0,0.0
3095,0.0,1.2,0.0,0.0,0.0,0.0
3096,0.0,41.4,0.0,0.0,0.0,0.0
3097,0.0,1.8,0.1,0.0,0.0,0.0066
3098,0.0,0.0,0.0,0.0,0.0,0.0
3099,17.1,48.0,0.0,0.3145,0.206,0.0
3100,0.3,23.4,0.7,0.002,0.011,0.048
3101,0.0,2.6,0.0,0.0,0.0016,0.0
3102,0.6,1.0,0.1,0.014,0.0,0.01
3103,0.3,9.2,0.0,0.0057,0.0,0.0
3104,0.0,1.8,0.0,0.0,0.0,0.0
3105,0.0,0.2,0.0,0.0,0.0,0.0
3106,0.3,9.4,0.1,0.0057,0.0,0.0
3107,0.3,10.2,0.0,0.002,0.0,0.0
3108,5.4,64.0,0.0,0.1178,0.0802,0.0
3109,0.0,0.0,0.0,0.0,0.0,0.0
3110,18.0,89.4,0.0,0.2099,0.2625,0.0
3111,0.0,12.0,0.1,0.0,0.0057,0.0068
3112,0.0,0.0,0.0,0.0,0.0,0.0
3113,0.0,2.2,0.0,0.0,0.0033,0.0
3114,0.0,0.2,0.0,0.0,0.0,0.0
3115,0.3,0.0,0.0,0.005,0.0,0.0
3116,0.0,2.8,0.0,0.0,0.0,0.0
3117,0.0,2.2,0.0,0.0,0.0,0.0
3118,0.3,1.8,0.0,0.0053,0.0,0.0
3119,0.3,45.0,0.1,0.0033,0.0,0.0046
3120,19.2,87.0,0.2,0.2499,0.2725,0.018
3121,0.6,87.4,0.3,0.014,0.022,0.0206
3122,1.5,75.4,0.9,0.0397,0.0451,0.0532
3123,0.9,118.8,2.2,0.0257,0.1126,0.155
3124,0.0,2.6,0.0,0.0,0.0,0.0
3125,1.2,12.6,0.0,0.016,0.0046,0.0
3126,0.3,7.2,0.2,0.01,0.01,0.018
3127,0.0,1.4,0.0,0.0,0.0,0.0
3128,0.0,1.6,0.0,0.0,0.0,0.0
3129,0.0,0.8,0.0,0.0,0.0,0.0
3130,0.6,1.0,0.1,0.014,0.0,0.01
3131,0.3,6.6,0.0,0.0057,0.0,0.0
3132,0.0,6.6,0.0,0.0,0.0,0.0
3133,0.3,1.4,0.0,0.0,0.0,0.0
3134,5.7,35.8,0.3,0.1027,0.0256,0.01
3135,1.2,4.8,0.2,0.022,0.014,0.018
3136,0.0,60.2,0.0,0.0,0.0685,0.0
3137,0.6,1.8,0.0,0.0085,0.0,0.0
3138,0.0,2.4,0.0,0.0,0.0,0.0
3139,0.6,11.6,0.0,0.004,0.0,0.0
3140,0.6,2.8,0.1,0.011,0.0045,0.01
3141,0.3,2.0,0.0,0.01,0.0,0.0
3142,0.0,3.2,0.0,0.0,0.0,0.0
3143,0.3,14.0,0.3,0.01,0.01,0.028
3144,0.3,6.6,0.0,0.01,0.0,0.0
3145,0.3,1.2,0.0,0.0025,0.0075,0.0
3146,0.0,2.2,0.1,0.0,0.0,0.01
3147,0.6,21.0,0.0,0.0066,0.0353,0.0
3148,0.0,1.8,0.5,0.0,0.0045,0.03
3149,0.0,2.4,0.1,0.0,0.0,0.007
3150,0.0,3.8,0.0,0.0,0.0,0.0
3151,0.0,0.4,0.0,0.0,0.0,0.0
3152,10.5,87.4,0.4,0.2911,0.0387,0.0084
3153,0.0,0.4,0.0,0.0,0.0,0.0
3154,0.0,1.6,0.0,0.0,0.0,0.0
3155,0.0,3.2,0.0,0.0,0.0,0.0
3156,12.3,29.2,0.7,0.2427,0.135,0.0406
3157,0.3,32.2,0.2,0.0065,0.03,0.005
3158,0.3,2.2,0.0,0.0083,0.0,0.0
3159,0.0,2.0,0.0,0.0,0.0,0.0
3160,0.0,5.8,0.0,0.0,0.0,0.0
3161,0.3,0.4,0.0,0.0,0.0,0.0
3162,0.0,4.6,0.0,0.0,0.003,0.0
3163,0.0,0.2,0.0,0.0,0.0,0.0
3164,0.3,4.0,0.2,0.01,0.01,0.018
3165,0.3,0.0,0.0,0.006,0.0,0.0
3166,2.7,21.0,0.6,0.0424,0.0213,0.006
3167,0.0,10.8,0.0,0.0,0.06,0.0
3168,0.0,0.0,0.0,0.0,0.0,0.0
3169,0.3,1.6,0.0,0.001,0.0015,0.0
3170,0.0,2.0,0.0,0.0,0.0,0.0
3171,0.0,0.4,0.0,0.0,0.0,0.0
3172,0.0,0.4,0.0,0.0,0.0,0.0
3173,18.0,48.2,0.0,0.2099,0.2625,0.0
3174,0.3,0.8,0.0,0.006,0.0,0.0
3175,0.0,49.4,0.0,0.0,0.0086,0.0
3176,0.3,0.8,0.0,0.005,0.0,0.0
3177,0.0,2.6,0.0,0.0,0.002,0.0
3178,0.0,0.6,0.0,0.0,0.0,0.0
3179,0.3,2.2,0.0,0.003,0.0005,0.0
3180,0.0,1.4,0.0,0.0,0.0,0.0
3181,0.9,42.8,0.6,0.012,0.0,0.0519
3182,0.0,2.2,0.0,0.0,0.0,0.0
3183,0.3,1.0,0.0,0.004,0.01,0.0
3184,0.0,11.4,0.0,0.0,0.0086,0.0
3185,0.0,1.2,0.1,0.0,0.0,0.004
3186,1.2,5.8,0.2,0.029,0.0248,0.018
3187,0.6,2.2,0.0,0.006,0.0,0.0
3188,0.0,0.4,0.0,0.0,0.0,0.0
3189,0.0,1.0,0.0,0.0,0.0,0.0
3190,0.9,13.2,0.0,0.0126,0.0,0.0
3191,0.3,7.2,0.2,0.01,0.014,0.018
3192,0.0,0.8,0.0,0.0,0.0,0.0
3193,0.3,3.0,0.0,0.003,0.0,0.0
3194,0.0,28.4,0.1,0.0,0.0,0.0
3195,1.2,68.6,0.0,0.011,0.0813,0.0
3196,0.0,1.4,0.0,0.0,0.0,0.0
3197,0.0,2.4,0.0,0.0,0.004,0.0
3198,2.4,2.6,0.4,0.0545,0.02,0.036
3199,3.6,58.2,0.2,0.09,0.011,0.018
3200,1.2,18.4,0.0,0.0215,0.0,0.0
3201,0.0,2.0,0.0,0.0,0.0,0.0
3202,6.6,80.0,0.0,0.1687,0.0254,0.0
3203,0.3,0.2,0.0,0.01,0.0,0.0
3204,0.0,0.2,0.0,0.0,0.0,0.0
3205,0.0,15.6,0.0,0.0,0.0,0.0
3206,0.0,42.2,0.0,0.0,0.0028,0.0
3207,3.9,8.4,0.7,0.0865,0.0345,0.0406
3208,1.5,8.4,0.0,0.028,0.007,0.0
3209,0.6,5.4,0.1,0.014,0.0,0.01
3210,0.6,43.4,2.1,0.02,0.0293,0.1753
3211,0.6,2.4,0.0,0.007,0.0,0.0
3212,0.6,1.2,0.0,0.0085,0.0,0.0
3213,0.6,41.8,0.0,0.009,0.0,0.0
3214,5.4,5.4,0.0,0.1178,0.0116,0.0
3215,0.0,90.2,0.2,0.0,0.0685,0.016
3216,0.0,58.6,0.0,0.0,0.0685,0.0
3217,0.3,0.6,0.0,0.0066,0.005,0.0
3218,0.9,42.4,0.0,0.015,0.0,0.0
3219,0.0,5.6,0.0,0.0,0.0,0.0
3220,0.3,5.2,0.2,0.01,0.01,0.018
3221,6.3,10.2,0.4,0.1227,0.0353,0.036
3222,1.8,2.0,0.0,0.0321,0.0,0.0
3223,1.2,12.8,0.1,0.0229,0.0,0.01
3224,0.3,1.2,0.1,0.005,0.0043,0.01
3225,0.0,0.2,0.0,0.0,0.0,0.0
3226,0.0,0.0,0.0,0.0,0.0,0.0
3227,0.3,2.4,0.2,0.01,0.01,0.018
3228,0.0,1.6,0.0,0.0,0.0,0.0
3229,0.3,55.8,0.0,0.007,0.0,0.0
3230,0.0,1.0,0.1,0.0,0.0,0.009
3231,0.0,66.6,0.4,0.0,0.0059,0.0271
3232,0.0,1.0,0.0,0.0,0.0,0.0
3233,0.0,0.8,0.0,0.0,0.0,0.0
3234,0.3,2.2,0.0,0.005,0.006,0.0
3235,0.0,45.2,0.6,0.0,0.0,0.0519
3236,0.0,15.8,0.0,0.0,0.0,0.0
3237,2.7,55.0,0.0,0.035,0.0,0.0
3238,0.3,2.4,0.0,0.0083,0.0,0.0
3239,1.2,49.8,1.1,0.026,0.1315,0.0725
3240,0.3,13.6,0.2,0.01,0.01,0.018
3241,0.3,25.4,0.2,0.01,0.01,0.018
3242,0.0,0.0,0.0,0.0,0.0,0.0
3243,0.0,0.4,0.0,0.0,0.0,0.0
3244,20.7,193.8,1.5,0.2649,0.3028,0.12
3245,0.0,0.6,0.0,0.0,0.0,0.0
3246,0.0,6.6,0.0,0.0,0.0028,0.0
3247,0.0,2.6,0.1,0.0,0.0,0.005
3248,0.3,0.8,0.1,0.0075,0.0,0.01
3249,0.3,2.0,0.0,0.005,0.0,0.0
3250,0.0,1.6,0.0,0.0,0.0,0.0
3251,0.3,19.8,0.0,0.007,0.0,0.0
3252,0.0,1.0,0.0,0.0,0.003,0.0
3253,0.3,1.8,0.0,0.002,0.0,0.0
3254,0.3,75.2,0.7,0.006,0.0,0.0446
3255,0.0,0.0,0.0,0.0,0.0,0.0
3256,0.3,1.4,0.0,0.01,0.0,0.0
3257,1.8,2.6,0.1,0.0366,0.0025,0.01
3258,0.3,1.2,0.0,0.0,0.0,0.0
3259,0.0,0.2,0.0,0.0,0.0,0.0
3260,0.0,7.8,0.0,0.0,0.0,0.0
3261,0.3,60.8,0.0,0.0065,0.0785,0.0
3262,0.0,2.8,0.0,0.0,0.0,0.0
3263,0.3,10.6,0.0,0.0066,0.0,0.0
3264,2.1,20.6,0.0,0.037,0.0057,0.0
3265,0.3,1.8,0.0,0.003,0.0,0.0
3266,2.1,57.8,0.4,0.07,0.0233,0.036
3267,0.0,1.8,0.0,0.0,0.0,0.0
3268,0.0,1.2,0.0,0.0,0.0045,0.0
3269,1.2,17.2,0.0,0.014,0.0136,0.0
3270,0.0,1.2,0.0,0.0,0.0,0.0
3271,0.0,15.6,0.0,0.0,0.0161,0.0
3272,0.0,1.0,0.0,0.0,0.0,0.0
3273,0.3,17.8,0.0,0.0,0.004,0.0
3274,0.0,1.2,0.0,0.0,0.0,0.0
3275,0.0,12.8,0.0,0.0,0.0705,0.0
3276,0.6,24.4,0.9,0.0103,0.051,0.0544
3277,1.5,17.0,0.3,0.038,0.0,0.0283
3278,0.0,3.0,0.0,0.0,0.0,0.0
3279,0.9,18.6,0.9,0.0123,0.1215,0.0544
3280,0.3,2.0,0.1,0.01,0.0,0.0
3281,1.5,46.6,1.5,0.035,0.0236,0.1233
3282,0.0,0.0,0.2,0.0,0.0,0.0066
3283,0.0,0.4,0.0,0.0,0.0,0.0
3284,0.3,14.2,0.3,0.0057,0.0106,0.003
3285,0.9,14.8,0.9,0.016,0.051,0.0544
3286,18.3,84.6,0.2,0.2199,0.2755,0.018
3287,4.5,57.0,0.8,0.1005,0.0345,0.0506
3288,0.3,9.0,0.2,0.01,0.0128,0.018
3289,0.0,22.6,0.0,0.0,0.0,0.0
3290,0.9,67.6,0.1,0.0204,0.0,0.01
3291,0.0,13.2,0.0,0.0,0.0056,0.0
3292,0.3,1.4,0.0,0.005,0.011,0.0
3293,0.0,20.6,0.0,0.0,0.0,0.0
3294,0.3,1.4,0.0,0.002,0.0,0.0
3295,0.0,3.2,0.0,0.0,0.0,0.0
3296,0.6,31.0,0.2,0.01,0.01,0.018
3297,0.0,0.0,0.0,0.0,0.0,0.0
3298,0.0,0.2,0.0,0.0,0.0,0.0
3299,0.3,0.2,0.0,0.003,0.0,0.0
3300,0.0,2.4,0.0,0.0,0.0,0.0
3301,0.0,27.2,0.0,0.0,0.0,0.0
3302,0.0,2.0,0.0,0.0,0.004,0.0
3303,0.3,1.8,0.0,0.0066,0.0,0.0
3304,0.0,3.6,0.1,0.0,0.0,0.004
3305,1.2,26.2,0.6,0.037,0.03,0.054
3306,0.0,0.0,0.0,0.0,0.0,0.0
3307,0.0,0.0,0.0,0.0,0.0,0.0
3308,0.0,1.4,0.0,0.0,0.0,0.0
3309,0.0,1.8,0.0,0.0,0.0,0.0
3310,0.0,3.8,0.1,0.0,0.0033,0.0029
3311,0.9,30.4,0.1,0.024,0.0,0.01
3312,2.1,8.2,0.4,0.0443,0.0213,0.036
3313,0.3,49.8,0.0,0.0057,0.0,0.0
3314,0.0,0.0,0.0,0.0,0.0,0.0
3315,0.0,0.0,0.0,0.0,0.0,0.0
3316,31.2,71.6,0.6,0.5202,0.325,0.006
3317,0.3,8.8,0.2,0.01,0.0175,0.018
3318,0.0,7.8,0.0,0.0,0.0705,0.0
3319,0.0,2.0,0.0,0.0,0.0,0.0
3320,18.0,67.6,0.0,0.2099,0.2701,0.0
3321,0.3,2.4,0.0,0.009,0.005,0.0
3322,0.9,42.0,0.2,0.0215,0.011,0.018
3323,1.8,33.8,0.5,0.0492,0.02,0.039
3324,0.0,24.2,0.0,0.0,0.0,0.0
3325,0.0,2.4,0.0,0.0,0.0,0.0
3326,0.0,0.0,0.0,0.0,0.0,0.0
3327,19.5,107.6,1.4,0.2399,0.3523,0.12
3328,0.0,2.4,0.1,0.0,0.0,0.0005
3329,0.0,3.8,0.1,0.0,0.0,0.003
3330,1.8,195.6,0.3,0.02,0.1371,0.018
3331,1.2,61.4,0.2,0.0187,0.0183,0.017
3332,0.0,2.6,0.0,0.0,0.0045,0.0
3333,0.0,40.6,0.0,0.0,0.0,0.0
3334,0.6,44.4,0.0,0.004,0.0,0.0
3335,26.7,156.8,0.0,0.3732,0.3629,0.0
3336,0.0,0.8,0.0,0.0,0.0,0.0
3337,2.1,124.0,1.5,0.04,0.2482,0.119
3338,0.0,2.2,0.0,0.0,0.0,0.0
3339,0.0,1.4,0.0,0.0,0.0,0.0
3340,0.6,0.6,0.0,0.0,0.0,0.0
3341,0.3,14.4,0.2,0.01,0.01,0.018
3342,0.0,2.6,0.1,0.0,0.0,0.01
3343,0.3,0.6,0.0,0.0065,0.01,0.0
3344,0.3,3.0,0.1,0.003,0.0,0.01
3345,0.0,2.8,0.0,0.0,0.0,0.0
3346,18.3,49.4,0.0,0.2119,0.2625,0.0
3347,0.6,0.4,0.0,0.009,0.0,0.0
3348,0.9,25.6,0.1,0.0197,0.0,0.01
3349,0.0,0.0,0.0,0.0,0.0,0.0
3350,0.0,1.4,0.1,0.0,0.0,0.01
3351,0.0,1.4,0.0,0.0,0.0,0.0
3352,1.2,46.6,0.0,0.016,0.0046,0.0
3353,0.6,35.6,0.2,0.02,0.01,0.018
3354,1.2,20.6,0.0,0.04,0.001,0.0
3355,0.0,10.6,0.1,0.0,0.0715,0.007
3356,1.2,41.8,0.2,0.012,0.016,0.018
3357,19.2,106.4,0.2,0.2379,0.2625,0.02
3358,0.9,45.6,0.0,0.0171,0.0091,0.0
3359,0.6,3.2,0.0,0.0083,0.0046,0.0
3360,0.3,1.2,0.0,0.0033,0.0,0.0
3361,18.0,89.4,0.0,0.2099,0.2625,0.0
3362,0.6,1.0,0.1,0.014,0.0,0.01
3363,0.0,0.2,0.0,0.0,0.0,0.0
3364,0.0,0.0,0.0,0.0,0.0,0.0
3365,0.0,46.2,4.5,0.0,0.0,0.3375
3366,0.6,11.6,0.2,0.01,0.0133,0.018
3367,0.6,15.4,0.4,0.02,0.0905,0.036
3368,0.3,4.4,0.0,0.007,0.0,0.0
3369,0.3,3.8,0.2,0.01,0.01,0.018
3370,0.0,2.2,0.0,0.0,0.0033,0.0
3371,0.6,18.8,0.2,0.016,0.0133,0.018
3372,0.3,13.2,0.0,0.0057,0.0705,0.0
3373,0.0,4.4,0.0,0.0,0.0,0.0
3374,0.0,0.0,0.0,0.0,0.0,0.0
3375,0.9,30.2,0.3,0.016,0.01,0.003
3376,0.9,4.2,0.0,0.018,0.007,0.0
3377,0.3,13.0,0.0,0.007,0.0,0.0
3378,0.3,2.2,0.0,0.0057,0.0,0.0
3379,0.3,12.2,1.1,0.007,0.0036,0.0873
3380,0.3,2.2,0.0,0.0055,0.0093,0.0
3381,0.3,4.6,0.2,0.006,0.002,0.0054
3382,6.0,65.2,0.5,0.1335,0.0316,0.021
3383,0.3,44.6,0.1,0.0033,0.0,0.0046
3384,0.0,2.8,0.0,0.0,0.0,0.0
3385,0.0,2.4,0.0,0.0,0.0,0.0
3386,0.0,2.4,0.0,0.0,0.0,0.0
3387,0.6,0.2,0.0,0.0,0.004,0.0
3388,0.0,0.8,0.0,0.0,0.0,0.0
3389,3.6,24.2,0.2,0.0792,0.141,0.018
3390,0.6,17.8,0.2,0.02,0.026,0.018
3391,0.3,14.4,0.2,0.01,0.01,0.018
3392,0.0,0.8,0.1,0.0,0.0,0.004
3393,0.9,63.0,0.0,0.011,0.01,0.0
3394,0.3,1.6,0.0,0.005,0.0,0.0
3395,4.2,52.0,0.4,0.112,0.0894,0.019
3396,22.8,229.8,0.7,0.2997,0.4272,0.037
3397,1.5,40.2,0.8,0.027,0.0483,0.0284
3398,0.0,9.6,0.0,0.0,0.003,0.0
3399,0.0,1.6,0.0,0.0,0.0,0.0
3400,0.6,58.2,0.0,0.011,0.01,0.0
3401,1.2,7.8,0.3,0.0228,0.0105,0.003
3402,0.0,1.6,0.0,0.0,0.0,0.0
3403,0.0,3.4,0.0,0.0,0.0,0.0
3404,0.3,2.0,0.1,0.0065,0.0,0.01
3405,0.3,8.2,0.0,0.0057,0.0118,0.0
3406,0.6,31.8,0.1,0.011,0.0138,0.004
3407,0.3,11.6,0.0,0.01,0.0,0.0
3408,1.8,17.0,0.0,0.02,0.0,0.0
3409,0.0,0.0,0.0,0.0,0.0,0.0
3410,0.3,0.2,0.0,0.0,0.0,0.0
3411,0.6,1.6,0.1,0.02,0.0,0.008
3412,0.3,42.8,0.2,0.01,0.01,0.018
3413,0.3,13.0,0.0,0.005,0.005,0.0
3414,0.3,0.8,0.0,0.0065,0.01,0.0
3415,0.0,2.4,0.0,0.0,0.0,0.0
3416,0.9,30.4,0.0,0.018,0.004,0.0
3417,0.9,1.2,0.0,0.018,0.0,0.0
3418,0.0,1.8,0.0,0.0,0.0,0.0
3419,0.6,1.6,0.1,0.0108,0.0,0.01
3420,0.3,1.8,0.0,0.0,0.0,0.0
3421,0.3,1.4,0.0,0.0033,0.0,0.0
3422,0.3,2.6,0.0,0.0,0.0,0.0
3423,0.3,3.8,0.2,0.01,0.01,0.018
3424,0.0,3.8,0.0,0.0,0.0137,0.0
3425,0.3,67.4,0.0,0.003,0.0685,0.0
3426,0.0,0.0,0.0,0.0,0.0,0.0
3427,18.0,48.6,0.0,0.2099,0.2625,0.0
3428,0.0,1.2,0.0,0.0,0.0,0.0
3429,0.0,2.4,0.1,0.0,0.0075,0.009
3430,0.3,1.2,0.0,0.0083,0.006,0.0
3431,0.6,2.2,0.0,0.007,0.0087,0.0
3432,0.0,2.2,0.0,0.0,0.0,0.0
3433,0.6,1.2,0.0,0.02,0.0,0.0
3434,0.6,36.8,0.3,0.0114,0.0805,0.003
3435,0.3,5.2,0.2,0.01,0.01,0.018
3436,0.6,15.2,0.2,0.012,0.01,0.018
3437,0.3,1.8,0.0,0.008,0.0,0.0
3438,0.3,4.4,0.1,0.0065,0.0,0.0
3439,0.6,24.8,0.0,0.0113,0.0012,0.0
3440,0.0,1.4,0.0,0.0,0.0,0.0
3441,0.0,0.2,0.0,0.0,0.0,0.0
3442,0.3,2.0,0.1,0.006,0.0,0.0005
3443,0.3,0.2,0.0,0.009,0.0,0.0
3444,0.0,1.2,0.1,0.0,0.0,0.0005
3445,0.0,1.8,0.0,0.0,0.0,0.0
3446,0.0,1.6,0.0,0.0,0.0,0.0
3447,0.0,5.4,0.1,0.0,0.0,0.01
3448,0.0,1.0,0.1,0.0,0.0,0.01
3449,0.3,8.6,0.0,0.0075,0.0106,0.0
3450,1.8,161.0,0.3,0.0419,0.1371,0.03
3451,0.0,1.8,0.0,0.0,0.0,0.0
3452,2.1,2.2,0.0,0.054,0.0107,0.0
3453,0.0,0.0,0.0,0.0,0.0,0.0
3454,0.6,44.4,0.2,0.012,0.01,0.018
3455,0.0,1.6,0.0,0.0,0.0,0.0
3456,0.0,28.8,0.0,0.0,0.0,0.0
3457,1.2,23.0,0.0,0.016,0.0023,0.0
3458,1.2,81.8,0.5,0.0266,0.1239,0.043
3459,0.0,0.0,0.0,0.0,0.0,0.0
3460,1.5,36.0,0.2,0.026,0.1367,0.018
3461,0.3,59.2,0.2,0.01,0.01,0.018
