 ,score
4138,1.9
4139,11.1
4140,3.5
4141,4.4
4142,0.6
4143,0.0
4144,1.6
4145,3.2
4146,2.7
4147,0.3
4148,0.6
4149,2.4
4150,1.8
4151,56.4
4152,2.9
4153,21.8
4154,42.1
4155,96.1
4156,92.3
4157,0.9
4158,28.8
4159,238.3
4160,3.1
4161,1.4
4162,39.4
4163,20.6
4164,12.2
4165,1.3
4166,66.2
4167,1.9
4168,2.4
4169,12.0
4170,0.8
4171,6.1
4172,23.0
4173,15.1
4174,1.4
4175,2.4
4176,2.3
4177,11.8
4178,1.4
4179,48.3
4180,0.6
4181,2.4
4182,9.0
4183,2.2
4184,67.8
4185,4.3
4186,24.4
4187,47.6
4188,10.9
4189,47.2
4190,14.6
4191,1.7
4192,2.9
4193,0.2
4194,11.1
4195,2.2
4196,4.1
4197,25.3
4198,2.4
4199,36.7
4200,20.1
4201,16.0
4202,11.0
4203,8.4
4204,112.4
4205,68.8
4206,3.9
4207,1.5
4208,0.7
4209,0.0
4210,0.0
4211,6.2
4212,18.6
4213,1.3
4214,27.4
4215,0.4
4216,17.3
4217,0.2
4218,4.3
4219,0.6
4220,8.7
4221,46.9
4222,1.2
4223,5.6
4224,0.0
4225,15.9
4226,68.8
4227,1.4
4228,47.4
4229,0.0
4230,46.9
4231,0.2
4232,185.8
4233,12.4
4234,41.8
4235,4.1
4236,0.0
4237,2.5
4238,0.0
4239,5.9
4240,4.3
4241,1.5
4242,12.1
4243,1.9
4244,38.8
4245,2.6
4246,108.0
4247,13.6
4248,0.4
4249,8.0
4250,17.2
4251,24.6
4252,82.9
4253,57.6
4254,2.6
4255,8.0
4256,0.2
4257,15.7
4258,0.5
4259,1.4
4260,73.6
4261,0.7
4262,1.9
4263,5.0
4264,223.2
4265,2.9
4266,53.3
4267,1.0
4268,2.9
4269,1.9
4270,106.0
4271,0.0
4272,3.3
4273,3.1
4274,70.3
4275,1.4
4276,2.5
4277,509.2
4278,0.0
4279,2.0
4280,3.2
4281,18.7
4282,42.2
4283,5.0
4284,11.3
4285,39.2
4286,1.7
4287,152.4
4288,28.2
4289,2.2
4290,3.6
4291,1.8
4292,3.6
4293,81.1
4294,15.4
4295,2.8
4296,5.7
4297,1.7
4298,12.0
4299,0.0
4300,1.3
4301,2.4
4302,115.3
4303,0.6
4304,8.8
4305,136.9
4306,0.2
4307,9.3
4308,2.0
4309,71.9
4310,31.2
4311,0.6
4312,2.5
4313,0.0
4314,29.0
4315,0.3
4316,32.2
4317,2.3
4318,0.4
4319,113.6
4320,2.8
4321,6.4
4322,14.8
4323,2.9
4324,0.0
4325,71.9
4326,21.2
4327,36.1
4328,61.3
4329,15.2
4330,12.7
4331,94.3
4332,1.4
4333,84.8
4334,37.0
4335,1.5
4336,95.4
4337,56.6
4338,30.3
4339,0.0
4340,1.8
4341,1.6
4342,7.5
4343,2.9
4344,0.4
4345,39.0
4346,18.6
4347,14.4
4348,10.8
4349,36.6
4350,3.6
4351,1.9
4352,0.9
4353,1.0
4354,84.2
4355,6.1
4356,1.6
4357,3.8
4358,0.0
4359,3.4
4360,35.6
4361,0.4
4362,27.6
4363,23.8
4364,4.8
4365,0.6
4366,22.7
4367,14.1
4368,2.0
4369,1.2
4370,13.2
4371,13.8
4372,2.0
4373,0.6
4374,21.5
4375,35.1
4376,6.9
4377,55.8
4378,140.3
4379,2.4
4380,15.8
4381,2.4
4382,61.3
4383,10.5
4384,1.8
4385,1.6
4386,2.9
4387,67.3
4388,19.7
4389,2.8
4390,36.7
4391,2.0
4392,15.2
4393,109.3
4394,0.0
4395,4.0
4396,0.6
4397,35.3
4398,1.9
4399,2.0
4400,16.2
4401,8.6
4402,2.0
4403,1.0
4404,0.2
4405,51.8
4406,3.2
4407,3.0
4408,2.0
4409,58.9
4410,10.7
4411,6.2
4412,7.8
4413,15.4
4414,8.4
4415,2.4
4416,26.0
4417,24.3
4418,0.6
4419,1.9
4420,25.2
4421,12.7
4422,0.4
4423,1.9
4424,40.3
4425,2.0
4426,27.7
4427,3.1
4428,7.3
4429,2.0
4430,0.2
4431,14.5
4432,14.7
4433,12.5
4434,4.0
4435,5.7
4436,167.9
4437,2.2
4438,2.3
4439,2.4
4440,0.0
4441,11.7
4442,0.8
4443,0.6
4444,80.2
4445,2.6
4446,31.8
4447,160.5
4448,3.7
4449,0.0
4450,2.3
4451,78.4
4452,14.4
4453,49.2
4454,2.4
4455,2.0
4456,66.6
4457,10.7
4458,58.1
4459,7.3
4460,23.1
4461,0.2
4462,6.9
4463,1.0
4464,3.5
4465,2.7
4466,2.0
4467,1.9
4468,8.7
4469,25.8
4470,47.3
4471,0.4
4472,1.5
4473,20.2
4474,1.1
4475,63.1
4476,42.1
4477,56.5
4478,1.9
4479,0.0
4480,55.8
4481,6.1
4482,36.2
4483,26.4
4484,0.0
4485,74.7
4486,59.5
4487,8.0
4488,14.6
4489,70.9
4490,0.0
4491,8.6
4492,2.7
4493,14.3
4494,1.3
4495,0.4
4496,8.2
4497,10.8
4498,7.8
4499,11.6
4500,11.4
4501,2.2
4502,9.0
4503,2.8
4504,7.3
4505,11.5
4506,3.2
4507,16.2
4508,2.2
4509,1.3
4510,1.5
4511,34.8
4512,27.0
4513,2.9
4514,20.9
4515,38.3
4516,1.6
4517,2.2
4518,10.8
4519,2.8
4520,4.0
4521,22.4
4522,62.8
4523,24.0
4524,2.2
4525,1.8
4526,12.6
4527,0.9
4528,1.3
4529,1.2
4530,2.0
4531,18.4
4532,76.2
4533,15.3
4534,45.0
4535,46.8
4536,45.9
4537,2.0
4538,32.5
4539,28.0
4540,4.6
4541,32.0
4542,15.7
4543,0.0
4544,9.6
4545,1.8
4546,2.1
4547,36.7
4548,11.1
4549,31.4
4550,1.4
4551,37.2
4552,61.2
4553,69.9
4554,1.6
4555,49.9
4556,54.7
4557,2.6
4558,25.1
4559,230.3
4560,44.9
4561,4.4
4562,96.5
4563,180.9
4564,13.0
4565,1.2
4566,1.0
4567,138.5
4568,108.0
4569,2.4
4570,16.5
4571,103.3
4572,7.8
4573,33.4
4574,10.9
4575,8.9
4576,35.7
4577,24.1
4578,1.5
4579,131.4
4580,3.7
4581,27.8
4582,24.4
4583,7.2
4584,13.6
4585,0.0
4586,1.8
4587,0.0
4588,0.6
4589,46.8
4590,0.2
4591,3.9
4592,2.2
4593,41.2
4594,12.1
4595,34.7
4596,1.6
4597,6.0
4598,67.8
4599,23.0
4600,21.5
4601,7.0
4602,106.3
4603,2.2
4604,4.7
4605,0.8
4606,1.4
4607,0.0
4608,234.3
4609,18.9
4610,26.0
4611,173.1
4612,2.3
4613,79.0
4614,2.8
4615,2.1
4616,117.3
4617,8.3
4618,0.9
4619,27.3
4620,2.9
4621,1.7
4622,1.2
4623,0.9
4624,1.7
4625,3.8
4626,2.1
4627,1.4
4628,11.4
4629,8.7
4630,0.8
4631,80.2
4632,0.2
4633,1.8
4634,67.6
4635,58.4
4636,0.8
4637,13.6
4638,6.0
4639,27.9
4640,8.4
4641,4.3
4642,99.5
4643,2.9
4644,23.1
4645,53.7
4646,73.0
4647,1.9
4648,0.6
4649,1.5
4650,1.4
4651,0.0
4652,7.6
4653,21.7
4654,2.7
4655,34.5
4656,15.6
4657,89.0
4658,74.3
4659,3.7
4660,1.8
4661,4.7
4662,35.9
4663,0.7
4664,4.2
4665,16.8
4666,9.7
4667,0.0
4668,1.2
4669,1.3
4670,62.6
4671,0.0
4672,1.0
4673,0.0
4674,0.0
4675,0.0
4676,1.4
4677,8.2
4678,0.8
4679,6.1
4680,6.3
4681,2.6
4682,1.3
4683,10.6
4684,13.5
4685,11.2
4686,2.0
4687,4.4
4688,5.7
4689,28.4
4690,23.1
4691,3.6
4692,58.8
4693,11.4
4694,12.0
4695,1.4
4696,93.1
4697,1.0
4698,1.2
4699,7.0
4700,11.9
4701,0.0
4702,1.7
4703,3.8
4704,4.3
4705,1.5
4706,1.8
4707,55.4
4708,1.8
4709,46.3
4710,2.8
4711,29.7
4712,39.5
4713,2.2
4714,24.6
4715,5.0
4716,0.4
4717,0.7
4718,4.5
4719,15.3
4720,5.6
4721,2.8
4722,7.2
4723,83.9
4724,1.6
4725,2.6
4726,1.3
4727,0.0
4728,0.2
4729,18.3
4730,0.2
4731,2.7
4732,9.1
4733,72.8
4734,0.2
4735,38.8
4736,0.0
4737,2.5
4738,11.1
4739,40.0
4740,2.8
4741,24.4
4742,3.9
4743,13.4
4744,2.8
4745,16.4
4746,15.5
4747,34.6
4748,3.0
4749,2.4
4750,86.8
4751,20.0
4752,80.2
4753,1.6
4754,1.3
4755,90.2
4756,39.7
4757,17.7
4758,0.4
4759,44.6
4760,2.0
4761,42.5
4762,6.3
4763,5.0
4764,2.3
4765,0.0
4766,3.9
4767,14.6
4768,99.2
4769,8.8
4770,0.2
4771,2.2
4772,3.8
4773,1.6
4774,1.7
4775,1.2
4776,3.6
4777,29.4
4778,2.9
4779,25.2
4780,0.0
4781,1.3
4782,0.6
4783,2.2
4784,3.7
4785,15.0
4786,14.0
4787,1.0
4788,55.0
4789,6.0
4790,6.7
4791,0.0
4792,6.2
4793,3.2
4794,1.3
4795,1.9
4796,2.2
4797,8.8
4798,0.8
4799,3.4
4800,27.7
4801,13.1
4802,1.7
4803,11.6
4804,2.9
4805,20.2
4806,5.0
4807,0.2
4808,1.3
4809,92.6
4810,1.7
4811,0.2
4812,6.2
4813,2.8
4814,13.0
4815,16.9
4816,1.3
4817,51.4
4818,9.2
4819,57.9
4820,0.6
4821,2.4
4822,4.7
4823,59.6
4824,78.3
4825,1.7
4826,13.8
4827,1.7
4828,1.2
4829,2.8
4830,33.9
4831,18.4
4832,0.5
4833,12.9
4834,0.0
4835,1.8
4836,2.6
4837,6.0
4838,0.8
4839,2.6
4840,6.1
4841,18.3
4842,86.6
4843,1.6
4844,3.3
4845,3.5
4846,15.7
4847,1.8
4848,1.2
4849,13.8
4850,0.3
4851,1.6
4852,4.3
4853,6.4
4854,43.5
4855,8.0
4856,1.2
4857,28.0
4858,0.2
4859,2.5
4860,43.6
4861,2.4
4862,1.7
4863,7.1
4864,3.0
4865,133.9
4866,41.3
4867,76.2
4868,3.4
4869,2.0
4870,16.2
4871,1.5
4872,24.8
4873,0.2
4874,24.1
4875,11.9
4876,0.0
4877,10.9
4878,3.9
4879,1.3
4880,9.2
4881,40.8
4882,2.4
4883,86.6
4884,322.8
4885,43.8
4886,0.4
4887,56.5
4888,132.7
4889,91.2
4890,1.5
4891,5.8
4892,19.8
4893,0.7
4894,1.5
4895,17.5
4896,3.1
4897,1.6
4898,0.0
4899,2.0
4900,2.2
4901,12.4
4902,0.0
4903,1.2
4904,54.2
4905,3.2
4906,1.7
4907,2.5
4908,19.0
4909,0.6
4910,9.5
4911,96.4
4912,12.2
4913,0.4
4914,83.4
4915,0.4
4916,13.9
4917,0.2
4918,91.4
4919,12.8
4920,0.6
4921,1.0
4922,2.4
4923,5.9
4924,58.1
4925,0.6
4926,3.0
4927,0.0
4928,2.1
4929,26.5
4930,34.2
4931,1.4
4932,16.6
4933,1.6
4934,44.0
4935,1.4
4936,133.7
4937,15.8
4938,75.2
4939,2.2
4940,9.9
4941,1.9
4942,3.8
4943,21.2
4944,56.3
4945,1.7
4946,0.6
4947,6.1
4948,0.2
4949,1.0
4950,19.8
4951,1.0
4952,32.5
4953,1.2
4954,58.3
4955,23.7
4956,1.9
4957,0.5
4958,7.8
4959,0.0
4960,4.3
4961,78.3
4962,5.3
4963,12.7
4964,16.8
4965,6.1
4966,0.0
4967,5.4
4968,1.1
4969,1.3
4970,54.8
4971,56.9
4972,34.4
4973,50.2
4974,0.9
4975,56.0
4976,15.5
4977,5.5
4978,0.0
4979,37.5
4980,76.5
4981,25.8
4982,54.8
4983,22.8
4984,2.2
4985,45.3
4986,45.0
4987,22.4
4988,2.0
4989,44.8
4990,1.8
4991,2.4
4992,0.4
4993,165.2
4994,32.2
4995,144.4
4996,6.8
4997,50.6
4998,9.1
4999,18.7
5000,11.2
5001,26.6
5002,1.7
5003,1.5
5004,48.8
5005,1.2
5006,24.2
5007,0.9
5008,9.7
5009,4.2
5010,1.0
5011,1.5
5012,2.2
5013,26.2
5014,3.0
5015,13.6
5016,2.2
5017,26.9
5018,5.7
5019,1.2
5020,2.3
5021,10.8
5022,18.6
5023,37.4
5024,10.3
5025,2.2
5026,68.5
5027,174.7
5028,1.3
5029,2.9
5030,14.8
5031,2.8
5032,0.8
5033,3.0
5034,3.4
5035,2.3
5036,0.0
5037,3.0
5038,1.6
5039,0.7
5040,14.8
5041,5.9
5042,21.2
5043,1.8
5044,0.2
5045,0.8
5046,0.0
5047,0.5
5048,1.9
5049,3.0
5050,1.1
5051,4.1
5052,3.9
5053,7.6
5054,37.3
5055,0.0
5056,1.4
5057,57.7
5058,14.5
5059,6.1
5060,94.5
5061,1.0
5062,26.9
5063,2.0
5064,6.3
5065,1.8
5066,66.4
5067,17.6
5068,42.9
5069,0.2
5070,3.0
5071,60.5
5072,0.0
5073,12.8
5074,2.3
5075,7.7
5076,22.6
5077,12.8
5078,0.8
5079,442.7
5080,2.6
5081,0.4
5082,1.0
5083,8.2
5084,39.3
5085,1.4
5086,0.0
5087,13.4
5088,153.8
5089,0.5
5090,6.8
5091,8.6
5092,7.9
5093,2.9
5094,1.8
5095,2.7
5096,8.4
5097,3.0
5098,0.8
5099,35.7
5100,141.5
5101,11.4
5102,24.9
5103,19.0
5104,28.0
5105,10.7
5106,9.5
5107,2.3
5108,0.0
5109,49.4
5110,7.3
5111,1.5
5112,2.1
5113,74.0
5114,3.1
5115,2.5
5116,15.3
5117,1.1
5118,17.1
5119,0.3
5120,16.3
5121,31.1
5122,4.6
5123,161.0
5124,1.4
5125,3.0
5126,66.8
5127,4.7
5128,2.0
5129,48.3
5130,0.0
5131,0.7
5132,3.0
5133,243.9
5134,12.1
5135,0.2
5136,7.8
5137,0.2
5138,16.9
5139,38.0
5140,17.3
5141,14.7
5142,11.8
5143,3.1
5144,1.4
5145,29.3
5146,2.9
5147,5.0
5148,4.7
5149,5.1
5150,1.3
5151,20.3
5152,7.8
5153,0.4
5154,1.2
5155,3.2
5156,2.7
5157,12.2
5158,2.0
5159,0.6
5160,4.2
5161,26.8
5162,335.0
5163,3.7
5164,35.6
5165,1.9
5166,27.3
5167,3.0
5168,1.9
5169,10.6
5170,0.0
5171,5.3
5172,10.7
5173,17.0
5174,12.9
5175,1.2
5176,14.0
5177,1.5
5178,6.8
5179,7.3
5180,1.7
5181,1.7
5182,1.4
5183,1.6
5184,8.2
5185,0.4
5186,1.2
5187,6.8
5188,15.4
5189,4.7
5190,23.7
5191,2.1
5192,8.5
5193,46.6
5194,3.5
5195,3.4
5196,49.8
5197,1.8
5198,14.2
5199,1.0
5200,0.0
5201,25.0
5202,28.4
5203,28.0
5204,3.0
5205,74.6
5206,20.0
5207,56.7
5208,3.3
5209,24.4
5210,5.0
5211,1.6
5212,2.4
5213,1.5
5214,23.8
5215,42.7
5216,3.5
5217,1.0
5218,1.3
5219,0.9
5220,14.6
5221,1.8
5222,120.7
5223,2.2
5224,2.1
5225,2.5
5226,70.1
5227,1.0
5228,8.4
5229,0.0
5230,41.6
5231,50.9
5232,78.8
5233,1.4
5234,37.2
5235,10.4
5236,1.0
5237,18.7
5238,13.6
5239,1.2
5240,10.2
5241,0.0
5242,15.0
5243,10.6
5244,66.2
5245,1.8
5246,1.1
5247,0.2
5248,0.2
5249,1.4
5250,8.8
5251,2.3
5252,13.7
5253,1.4
5254,0.2
5255,1.2
5256,5.4
5257,0.0
5258,0.4
5259,1.2
5260,29.3
5261,0.8
5262,11.5
5263,8.1
5264,1.6
5265,0.2
5266,2.0
5267,124.8
5268,16.9
5269,3.8
5270,0.3
5271,2.8
5272,57.5
5273,0.0
5274,34.7
5275,19.7
5276,13.6
5277,0.0
5278,3.8
5279,78.0
5280,70.7
5281,0.0
5282,111.3
5283,15.5
5284,2.2
5285,0.9
5286,26.2
5287,4.4
5288,0.4
5289,31.8
5290,2.0
5291,0.4
5292,2.7
5293,63.3
5294,2.1
5295,1.0
5296,11.2
5297,74.1
5298,1.0
5299,1.4
5300,0.9
5301,1.6
5302,0.0
5303,2.2
5304,93.4
5305,1.6
5306,3.8
5307,83.5
5308,3.2
5309,1.0
5310,27.3
5311,0.0
5312,0.2
5313,2.1
5314,29.6
5315,0.2
5316,63.7
5317,0.9
5318,0.2
5319,2.2
5320,12.2
5321,6.8
5322,39.8
5323,2.4
5324,2.0
5325,3.2
5326,53.8
5327,25.0
5328,0.6
5329,1.4
5330,2.2
5331,180.4
5332,6.2
5333,3.9
5334,0.2
5335,32.0
5336,7.9
5337,2.4
5338,86.7
5339,2.4
5340,0.1
5341,11.6
5342,66.3
5343,15.7
5344,1.1
5345,2.2
5346,3.6
5347,5.3
5348,3.0
5349,10.4
5350,68.0
5351,6.4
5352,48.7
5353,21.9
5354,10.4
5355,104.2
5356,14.2
5357,62.3
5358,31.6
5359,41.6
5360,1.0
5361,2.4
5362,0.0
5363,2.9
5364,52.8
5365,19.3
5366,16.9
5367,28.0
5368,49.5
5369,40.7
5370,1.7
5371,4.4
5372,1.8
5373,13.5
5374,1.6
5375,6.8
5376,38.7
5377,14.5
5378,4.4
5379,0.0
5380,3.2
5381,2.3
5382,3.6
5383,1.8
5384,0.5
5385,62.7
5386,1.9
5387,1.4
5388,9.7
5389,1.7
5390,10.1
5391,47.1
5392,0.0
5393,6.8
5394,38.7
5395,60.5
5396,0.0
5397,48.4
5398,0.7
5399,8.7
5400,26.3
5401,0.0
5402,9.0
5403,1.2
5404,1.6
5405,4.5
5406,4.8
5407,6.6
5408,69.4
5409,47.4
5410,1.6
5411,1.2
5412,40.8
5413,3.2
5414,0.0
5415,5.1
5416,24.1
5417,0.3
5418,1.9
5419,8.5
5420,1.8
5421,1.3
5422,0.8
5423,0.5
5424,2.4
5425,2.0
5426,17.5
5427,1.5
5428,10.3
5429,34.0
5430,2.0
5431,0.0
5432,0.0
5433,6.4
5434,3.2
5435,5.4
5436,52.5
5437,29.6
5438,6.0
5439,11.2
5440,6.6
5441,0.9
5442,0.4
5443,1.6
5444,1.8
5445,6.5
5446,1.4
5447,15.8
5448,1.9
5449,15.5
5450,1.2
5451,100.3
5452,10.1
5453,3.8
5454,11.7
5455,3.2
5456,48.6
5457,59.7
5458,0.9
5459,5.1
5460,1.0
5461,16.8
5462,4.9
5463,11.8
5464,0.6
5465,12.2
5466,3.0
5467,6.3
5468,1.3
5469,9.4
5470,1.0
5471,0.0
5472,0.6
5473,17.6
5474,2.2
5475,3.9
5476,37.2
5477,0.8
5478,11.3
5479,2.3
5480,103.4
5481,31.9
5482,10.0
5483,2.6
5484,10.8
5485,3.4
5486,0.8
5487,2.2
5488,1.9
5489,1.4
5490,11.9
5491,59.0
5492,5.6
5493,49.0
5494,85.2
5495,64.1
5496,13.3
5497,1.6
5498,36.6
5499,6.0
5500,17.5
5501,1.8
5502,1.5
5503,71.8
5504,1.9
5505,2.3
5506,7.5
5507,1.7
5508,1.0
5509,4.4
5510,19.6
5511,5.8
5512,5.2
5513,0.2
5514,2.0
5515,5.1
5516,0.0
5517,42.3
5518,1.4
5519,2.2
5520,3.4
5521,7.9
5522,43.2
5523,8.1
5524,0.0
5525,18.4
5526,4.8
5527,7.1
5528,18.5
5529,22.1
5530,2.3
5531,15.5
5532,1.0
5533,2.7
5534,2.0
5535,1.2
5536,10.0
5537,2.8
5538,8.8
5539,3.2
5540,12.4
5541,8.4
5542,64.8
5543,14.2
5544,84.1
5545,37.6
5546,1.5
5547,0.8
5548,1.0
5549,0.4
5550,0.0
5551,0.3
5552,10.2
5553,4.7
5554,35.2
5555,1.7
5556,40.6
5557,2.1
5558,3.3
5559,103.2
5560,1.6
5561,1.4
5562,4.7
5563,25.2
5564,0.6
5565,4.8
5566,0.8
5567,62.8
5568,0.0
5569,1.6
5570,1.8
5571,0.0
5572,4.4
5573,44.5
5574,137.6
5575,29.0
5576,2.6
5577,6.5
5578,84.0
5579,0.5
5580,2.5
5581,14.8
5582,0.4
5583,3.8
5584,66.1
5585,1.6
5586,0.3
5587,1.8
5588,0.4
5589,2.4
5590,1.7
5591,110.8
5592,45.4
5593,16.2
5594,29.7
5595,30.2
5596,3.4
5597,0.6
5598,4.2
5599,3.2
5600,78.8
5601,9.0
5602,1.5
5603,0.0
5604,54.4
5605,10.9
5606,1.7
5607,1.5
5608,49.2
5609,13.8
5610,0.6
5611,6.1
5612,2.0
5613,32.1
5614,4.4
5615,35.8
5616,10.2
5617,22.0
5618,12.4
5619,4.8
5620,12.6
5621,10.3
5622,1.2
5623,2.1
5624,61.0
5625,17.1
5626,90.9
5627,13.1
5628,4.7
5629,1.4
5630,38.5
5631,28.9
5632,20.5
5633,0.0
5634,32.3
5635,19.3
5636,6.7
5637,2.1
5638,1.3
5639,34.8
5640,86.6
5641,15.7
5642,5.2
5643,1.2
5644,183.9
5645,0.0
5646,1.1
5647,3.3
5648,5.3
5649,13.6
5650,11.7
5651,45.4
5652,111.3
5653,0.0
5654,16.0
5655,10.4
5656,46.3
5657,45.7
5658,17.8
5659,27.0
5660,0.9
5661,3.6
5662,1.4
5663,2.5
5664,25.4
5665,18.2
5666,2.8
5667,48.8
5668,1.7
5669,66.2
5670,0.0
5671,15.6
5672,52.8
5673,114.0
5674,90.2
5675,0.4
5676,0.6
5677,12.4
5678,0.0
5679,4.0
5680,12.9
5681,0.7
5682,6.3
5683,1.9
5684,66.4
5685,1.9
5686,188.8
5687,2.2
5688,1.3
5689,4.1
5690,50.4
5691,0.8
5692,14.6
5693,0.4
5694,1.0
5695,9.2
5696,27.3
5697,0.6
5698,26.5
5699,78.8
5700,39.6
5701,1.6
5702,1.1
5703,10.9
5704,24.2
5705,5.3
5706,9.9
5707,71.5
5708,1.9
5709,9.8
5710,26.2
5711,2.0
5712,2.7
5713,0.0
5714,67.0
5715,21.1
5716,2.8
5717,1.6
5718,10.9
5719,0.5
5720,0.2
5721,9.3
5722,2.2
5723,1.2
5724,5.1
5725,15.2
5726,1.6
5727,5.1
5728,1.3
5729,0.7
5730,0.0
5731,1.2
5732,1.4
5733,1.6
5734,0.6
5735,18.5
5736,6.0
5737,49.2
5738,64.1
5739,0.0
5740,33.1
5741,17.9
5742,42.6
5743,101.6
5744,1.4
5745,2.2
5746,1.3
5747,1.6
5748,55.4
5749,20.3
5750,0.2
5751,0.0
5752,0.2
5753,1.8
5754,0.9
5755,2.2
5756,0.9
5757,11.5
5758,2.3
5759,0.8
5760,1.8
5761,51.1
5762,2.2
5763,57.8
5764,2.9
5765,49.4
5766,46.2
5767,29.0
5768,1.7
5769,0.0
5770,0.5
5771,30.1
5772,2.3
5773,35.6
5774,1.7
5775,94.4
5776,4.4
5777,15.6
5778,98.6
5779,4.8
5780,5.7
5781,2.2
5782,90.0
5783,0.0
5784,37.1
5785,5.1
5786,124.6
5787,43.1
5788,5.0
5789,0.6
5790,18.8
5791,1.8
5792,12.3
5793,0.0
5794,3.2
5795,128.0
5796,54.6
5797,2.5
5798,1.2
5799,0.0
5800,1.0
5801,3.8
5802,94.0
5803,15.2
5804,2.3
5805,2.0
5806,12.6
5807,37.1
5808,16.4
5809,10.3
5810,11.0
5811,43.0
5812,118.6
5813,2.2
5814,2.0
5815,1.0
5816,2.2
5817,2.8
5818,77.6
5819,18.3
5820,2.0
5821,1.2
5822,0.0
5823,4.8
5824,49.4
5825,0.0
5826,9.2
5827,12.6
5828,3.3
5829,7.7
5830,1.2
5831,9.2
5832,13.4
5833,45.0
5834,150.9
5835,9.6
5836,0.0
5837,0.0
5838,8.4
5839,30.1
5840,2.3
5841,8.6
5842,7.4
5843,2.8
5844,8.0
5845,4.4
5846,1.4
5847,49.7
5848,30.3
5849,15.1
5850,3.1
5851,0.8
5852,17.7
5853,75.6
5854,0.0
5855,0.6
5856,16.6
5857,2.8
5858,9.5
5859,3.3
5860,2.6
5861,2.1
5862,11.6
5863,6.1
5864,1.3
5865,36.1
5866,33.2
5867,0.3
5868,0.5
5869,24.6
5870,1.0
5871,63.5
5872,0.8
5873,8.8
5874,9.6
5875,2.1
5876,39.5
5877,1.2
5878,5.0
5879,3.9
5880,47.4
5881,0.2
5882,21.6
5883,2.3
5884,0.2
5885,4.2
5886,2.8
5887,0.6
5888,8.1
5889,1.8
5890,1.9
5891,70.6
5892,109.2
5893,2.8
5894,23.1
5895,1.5
5896,33.7
5897,4.6
5898,1.4
5899,3.7
5900,29.0
5901,2.4
5902,56.1
5903,9.4
5904,2.3
5905,79.6
5906,2.0
5907,1.6
5908,0.9
5909,1.8
5910,28.7
5911,33.5
5912,1.6
5913,50.9
5914,29.6
5915,2.9
5916,16.6
5917,2.4
5918,44.6
5919,14.4
5920,20.7
5921,8.3
5922,24.9
5923,9.4
5924,18.9
5925,9.2
5926,19.8
5927,16.0
5928,30.7
5929,1.0
5930,4.9
5931,0.6
5932,0.5
5933,2.1
5934,47.4
5935,110.8
5936,3.1
5937,18.7
5938,4.0
5939,88.4
5940,2.0
5941,7.2
5942,16.9
5943,2.3
5944,4.4
5945,8.8
5946,6.8
5947,57.3
5948,1.6
5949,73.7
5950,2.8
5951,74.4
5952,27.1
5953,8.9
5954,1.9
5955,2.8
5956,1.9
5957,1.7
5958,2.2
5959,26.4
5960,2.0
5961,27.1
5962,3.1
5963,2.3
5964,2.6
5965,1.8
5966,1.0
5967,35.7
5968,6.2
5969,113.2
5970,53.2
5971,6.2
5972,26.0
5973,6.2
5974,14.0
5975,10.7
5976,11.0
5977,1.9
5978,1.6
5979,3.4
5980,36.9
5981,1.0
5982,101.2
5983,8.8
5984,0.0
5985,1.0
5986,0.8
5987,268.4
5988,1.1
5989,50.0
5990,32.2
5991,37.9
5992,2.2
5993,11.2
5994,3.1
5995,2.7
5996,2.9
5997,55.0
5998,1.5
5999,111.1
6000,2.8
6001,1.1
6002,37.3
6003,1.0
6004,2.5
6005,22.9
6006,6.9
6007,0.0
6008,0.6
6009,0.8
6010,13.0
6011,14.1
6012,0.2
6013,1.2
6014,4.0
6015,0.0
6016,1.9
6017,15.2
6018,79.6
6019,51.7
6020,97.7
6021,2.0
6022,2.8
6023,27.5
6024,10.2
6025,3.3
6026,1.4
6027,2.6
6028,0.4
6029,0.0
6030,1.1
6031,0.6
6032,1.1
6033,44.2
6034,3.0
6035,1.1
6036,5.5
6037,1.8
6038,7.6
6039,0.0
6040,0.4
6041,66.9
6042,136.0
6043,6.2
6044,1.8
6045,6.9
6046,33.7
6047,34.4
6048,26.8
6049,21.3
6050,3.4
6051,1.7
6052,2.1
6053,20.4
6054,1.7
6055,36.1
6056,0.8
6057,100.7
6058,0.0
6059,0.2
6060,1.2
6061,3.9
6062,10.9
6063,1.6
6064,2.0
6065,2.5
6066,1.4
6067,9.9
6068,4.5
6069,0.6
6070,2.2
6071,1.4
6072,22.8
6073,2.1
6074,0.8
6075,3.0
6076,3.3
6077,0.8
6078,21.4
6079,0.2
6080,66.4
6081,144.0
6082,56.8
6083,12.4
6084,0.2
6085,22.1
6086,17.3
6087,6.7
6088,2.2
6089,0.0
6090,1.4
6091,72.8
6092,0.4
6093,20.5
6094,2.3
6095,0.0
6096,2.0
6097,72.8
6098,32.9
6099,52.0
6100,0.2
6101,78.8
6102,1.5
6103,8.8
6104,10.9
6105,22.1
6106,3.2
6107,5.0
6108,2.2
6109,1.2
6110,1.0
6111,43.4
6112,6.8
6113,37.0
6114,22.4
6115,6.8
6116,24.7
6117,15.8
6118,1.6
6119,2.6
6120,1.5
6121,7.0
6122,1.5
6123,85.7
6124,3.9
6125,42.4
6126,2.7
6127,4.2
6128,1.2
6129,37.9
6130,47.6
6131,26.0
6132,3.0
6133,11.1
6134,0.6
6135,0.0
6136,2.1
